frame,t_s,min_z,mean_z,v_max
630,0.126000,0.023496,0.222362,1.242078
631,0.126200,0.023414,0.222148,1.244311
632,0.126400,0.023341,0.221938,1.246298
633,0.126600,0.023275,0.221732,1.248055
634,0.126800,0.023218,0.221529,1.249577
635,0.127000,0.023167,0.221330,1.250840
636,0.127200,0.023124,0.221135,1.251791
637,0.127400,0.023086,0.220943,1.252431
638,0.127600,0.023053,0.220755,1.252822
639,0.127800,0.023024,0.220571,1.252992
640,0.128000,0.023001,0.220391,1.253614
641,0.128200,0.022983,0.220214,1.255438
642,0.128400,0.022970,0.220041,1.257258
643,0.128600,0.022963,0.219871,1.259343
644,0.128800,0.022959,0.219704,1.261427
645,0.129000,0.022958,0.219541,1.263512
646,0.129200,0.022960,0.219380,1.265638
647,0.129400,0.022967,0.219223,1.267796
648,0.129600,0.022979,0.219068,1.269924
649,0.129800,0.022996,0.218915,1.272098
650,0.130000,0.023017,0.218765,1.274292
651,0.130200,0.023042,0.218617,1.276478
652,0.130400,0.023072,0.218471,1.278673
653,0.130600,0.023105,0.218327,1.280915
654,0.130800,0.023139,0.218184,1.283136
655,0.131000,0.023168,0.218043,1.285351
656,0.131200,0.023200,0.217903,1.287589
657,0.131400,0.023235,0.217764,1.289823
658,0.131600,0.023273,0.217626,1.292011
659,0.131800,0.023313,0.217489,1.294156
660,0.132000,0.023335,0.217352,1.296301
661,0.132200,0.023307,0.217216,1.298460
662,0.132400,0.023279,0.217081,1.300653
663,0.132600,0.023252,0.216945,1.302864
664,0.132800,0.023224,0.216810,1.305079
665,0.133000,0.023198,0.216675,1.307293
666,0.133200,0.023171,0.216540,1.309501
667,0.133400,0.023145,0.216404,1.311703
668,0.133600,0.023119,0.216269,1.313903
669,0.133800,0.023094,0.216133,1.316097
670,0.134000,0.023069,0.215996,1.318286
671,0.134200,0.023044,0.215860,1.320472
672,0.134400,0.023019,0.215723,1.322654
673,0.134600,0.022995,0.215585,1.324827
674,0.134800,0.022970,0.215448,1.327000
675,0.135000,0.022946,0.215309,1.329163
676,0.135200,0.022923,0.215171,1.331324
677,0.135400,0.022899,0.215032,1.333478
678,0.135600,0.022876,0.214892,1.335629
679,0.135800,0.022852,0.214752,1.337775
680,0.136000,0.022830,0.214612,1.339919
681,0.136200,0.022807,0.214471,1.342058
682,0.136400,0.022784,0.214330,1.344194
683,0.136600,0.022762,0.214188,1.346326
684,0.136800,0.022740,0.214046,1.348458
685,0.137000,0.022718,0.213904,1.350589
686,0.137200,0.022697,0.213761,1.352715
687,0.137400,0.022675,0.213618,1.354837
688,0.137600,0.022654,0.213474,1.356961
689,0.137800,0.022633,0.213330,1.359081
690,0.138000,0.022612,0.213186,1.361199
691,0.138200,0.022591,0.213041,1.363315
692,0.138400,0.022571,0.212896,1.365427
693,0.138600,0.022550,0.212750,1.367537
694,0.138800,0.022530,0.212604,1.369648
695,0.139000,0.022510,0.212458,1.371757
696,0.139200,0.022490,0.212311,1.373866
697,0.139400,0.022470,0.212164,1.375974
698,0.139600,0.022450,0.212017,1.378080
699,0.139800,0.022430,0.211869,1.380182
700,0.140000,0.022411,0.211720,1.382283
701,0.140200,0.022392,0.211571,1.384383
702,0.140400,0.022372,0.211422,1.386483
703,0.140600,0.022353,0.211273,1.388579
704,0.140800,0.022334,0.211123,1.390675
705,0.141000,0.022316,0.210973,1.392769
706,0.141200,0.022297,0.210822,1.394859
707,0.141400,0.022278,0.210671,1.396949
708,0.141600,0.022260,0.210520,1.399035
709,0.141800,0.022241,0.210368,1.401122
710,0.142000,0.022223,0.210215,1.403206
711,0.142200,0.022205,0.210063,1.405290
712,0.142400,0.022187,0.209910,1.407369
713,0.142600,0.022169,0.209757,1.409450
714,0.142800,0.022151,0.209603,1.411528
715,0.143000,0.022133,0.209449,1.413604
716,0.143200,0.022116,0.209294,1.415680
717,0.143400,0.022098,0.209139,1.417752
718,0.143600,0.022081,0.208984,1.419824
719,0.143800,0.022063,0.208828,1.421894
720,0.144000,0.022046,0.208672,1.423964
721,0.144200,0.022029,0.208516,1.426032
722,0.144400,0.022012,0.208359,1.428097
723,0.144600,0.021995,0.208202,1.430163
724,0.144800,0.021978,0.208045,1.432226
725,0.145000,0.021961,0.207887,1.434291
726,0.145200,0.021944,0.207728,1.436354
727,0.145400,0.021927,0.207570,1.438416
728,0.145600,0.021911,0.207411,1.440477
729,0.145800,0.021894,0.207251,1.442537
730,0.146000,0.021878,0.207092,1.444596
731,0.146200,0.021861,0.206932,1.446654
732,0.146400,0.021845,0.206771,1.448712
733,0.146600,0.021829,0.206610,1.450770
734,0.146800,0.021813,0.206449,1.452824
735,0.147000,0.021797,0.206287,1.454879
736,0.147200,0.021781,0.206125,1.456932
737,0.147400,0.021765,0.205963,1.458986
738,0.147600,0.021749,0.205800,1.461038
739,0.147800,0.021733,0.205637,1.463090
740,0.148000,0.021717,0.205474,1.465141
741,0.148200,0.021701,0.205310,1.467190
742,0.148400,0.021686,0.205146,1.469238
743,0.148600,0.021670,0.204981,1.471286
744,0.148800,0.021655,0.204817,1.473335
745,0.149000,0.021639,0.204651,1.475381
746,0.149200,0.021624,0.204486,1.477427
747,0.149400,0.021608,0.204320,1.479470
748,0.149600,0.021593,0.204153,1.481513
749,0.149800,0.021578,0.203987,1.483556
750,0.150000,0.021562,0.203820,1.485599
751,0.150200,0.021547,0.203652,1.487639
752,0.150400,0.021532,0.203484,1.489678
753,0.150600,0.021517,0.203316,1.491720
754,0.150800,0.021502,0.203148,1.493759
755,0.151000,0.021487,0.202979,1.495798
756,0.151200,0.021473,0.202810,1.497836
757,0.151400,0.021458,0.202640,1.499875
758,0.151600,0.021443,0.202470,1.501915
759,0.151800,0.021429,0.202300,1.503951
760,0.152000,0.021414,0.202130,1.505987
761,0.152200,0.021399,0.201959,1.508023
762,0.152400,0.021385,0.201788,1.510058
763,0.152600,0.021371,0.201616,1.512094
764,0.152800,0.021356,0.201444,1.514127
765,0.153000,0.021342,0.201272,1.516163
766,0.153200,0.021328,0.201099,1.518197
767,0.153400,0.021314,0.200926,1.520231
768,0.153600,0.021300,0.200753,1.522264
769,0.153800,0.021286,0.200579,1.524296
770,0.154000,0.021272,0.200405,1.526329
771,0.154200,0.021258,0.200231,1.528363
772,0.154400,0.021244,0.200056,1.530399
773,0.154600,0.021230,0.199881,1.532431
774,0.154800,0.021217,0.199705,1.534462
775,0.155000,0.021203,0.199530,1.536495
776,0.155200,0.021189,0.199354,1.538529
777,0.155400,0.021176,0.199177,1.540563
778,0.155600,0.021162,0.199001,1.542599
779,0.155800,0.021149,0.198824,1.544633
780,0.156000,0.021136,0.198646,1.546665
781,0.156200,0.021123,0.198469,1.548696
782,0.156400,0.021110,0.198291,1.550732
783,0.156600,0.021096,0.198112,1.552764
784,0.156800,0.021084,0.197934,1.554796
785,0.157000,0.021071,0.197755,1.556828
786,0.157200,0.021058,0.197575,1.558864
787,0.157400,0.021045,0.197396,1.560899
788,0.157600,0.021032,0.197216,1.562934
789,0.157800,0.021020,0.197035,1.564972
790,0.158000,0.021007,0.196855,1.567011
791,0.158200,0.020995,0.196674,1.569049
792,0.158400,0.020982,0.196493,1.571090
793,0.158600,0.020970,0.196311,1.573133
794,0.158800,0.020958,0.196129,1.575181
795,0.159000,0.020946,0.195947,1.577229
796,0.159200,0.020934,0.195765,1.579280
797,0.159400,0.020922,0.195582,1.581334
798,0.159600,0.020910,0.195399,1.583389
799,0.159800,0.020898,0.195215,1.585448
800,0.160000,0.020886,0.195032,1.587511
801,0.160200,0.020875,0.194848,1.589574
802,0.160400,0.020863,0.194663,1.591639
803,0.160600,0.020852,0.194479,1.593710
804,0.160800,0.020840,0.194294,1.595783
805,0.161000,0.020829,0.194109,1.597859
806,0.161200,0.020818,0.193923,1.599936
807,0.161400,0.020807,0.193737,1.602015
808,0.161600,0.020796,0.193551,1.604098
809,0.161800,0.020785,0.193365,1.606184
810,0.162000,0.020774,0.193178,1.608274
811,0.162200,0.020764,0.192991,1.610366
812,0.162400,0.020753,0.192804,1.612464
813,0.162600,0.020743,0.192617,1.614565
814,0.162800,0.020732,0.192429,1.616672
815,0.163000,0.020722,0.192241,1.618782
816,0.163200,0.020712,0.192053,1.620894
817,0.163400,0.020702,0.191864,1.623016
818,0.163600,0.020692,0.191675,1.625139
819,0.163800,0.020682,0.191486,1.627269
820,0.164000,0.020672,0.191296,1.629402
821,0.164200,0.020663,0.191107,1.631541
822,0.164400,0.020653,0.190917,1.633683
823,0.164600,0.020644,0.190726,1.635828
824,0.164800,0.020634,0.190536,1.637978
825,0.165000,0.020625,0.190345,1.640130
826,0.165200,0.020616,0.190154,1.642283
827,0.165400,0.020607,0.189963,1.644437
828,0.165600,0.020598,0.189771,1.646593
829,0.165800,0.020589,0.189579,1.648750
830,0.166000,0.020580,0.189387,1.650902
831,0.166200,0.020571,0.189195,1.653048
832,0.166400,0.020563,0.189002,1.655187
833,0.166600,0.020554,0.188810,1.657316
834,0.166800,0.020546,0.188617,1.659435
835,0.167000,0.020538,0.188423,1.661549
836,0.167200,0.020530,0.188230,1.663661
837,0.167400,0.020522,0.188036,1.665762
838,0.167600,0.020514,0.187842,1.667860
839,0.167800,0.020506,0.187648,1.669960
840,0.168000,0.020498,0.187453,1.672052
841,0.168200,0.020491,0.187258,1.674140
842,0.168400,0.020483,0.187063,1.676217
843,0.168600,0.020476,0.186868,1.678290
844,0.168800,0.020468,0.186673,1.680361
845,0.169000,0.020461,0.186477,1.682433
846,0.169200,0.020454,0.186281,1.684511
847,0.169400,0.020447,0.186085,1.686591
848,0.169600,0.020440,0.185889,1.688667
849,0.169800,0.020433,0.185692,1.690738
850,0.170000,0.020426,0.185495,1.692811
851,0.170200,0.020420,0.185298,1.694882
852,0.170400,0.020413,0.185101,1.696954
853,0.170600,0.020407,0.184904,1.699025
854,0.170800,0.020400,0.184706,1.701097
855,0.171000,0.020394,0.184508,1.703171
856,0.171200,0.020387,0.184310,1.705244
857,0.171400,0.020381,0.184112,1.707315
858,0.171600,0.020375,0.183914,1.709377
859,0.171800,0.020369,0.183715,1.711439
860,0.172000,0.020363,0.183516,1.713508
861,0.172200,0.020357,0.183317,1.715582
862,0.172400,0.020351,0.183118,1.717660
863,0.172600,0.020345,0.182919,1.719741
864,0.172800,0.020339,0.182719,1.721815
865,0.173000,0.020333,0.182520,1.723885
866,0.173200,0.020328,0.182320,1.725951
867,0.173400,0.020322,0.182120,1.728011
868,0.173600,0.020316,0.181920,1.730074
869,0.173800,0.020311,0.181719,1.732136
870,0.174000,0.020305,0.181519,1.734201
871,0.174200,0.020300,0.181318,1.736264
872,0.174400,0.020294,0.181117,1.738323
873,0.174600,0.020289,0.180916,1.740388
874,0.174800,0.020284,0.180715,1.742455
875,0.175000,0.020278,0.180514,1.744522
876,0.175200,0.020273,0.180313,1.746591
877,0.175400,0.020268,0.180111,1.748654
878,0.175600,0.020263,0.179909,1.750717
879,0.175800,0.020257,0.179708,1.752779
880,0.176000,0.020252,0.179506,1.754851
881,0.176200,0.020247,0.179304,1.756917
882,0.176400,0.020242,0.179101,1.758981
883,0.176600,0.020237,0.178899,1.761047
884,0.176800,0.020232,0.178697,1.763111
885,0.177000,0.020228,0.178494,1.765169
886,0.177200,0.020223,0.178292,1.767231
887,0.177400,0.020218,0.178089,1.769292
888,0.177600,0.020213,0.177886,1.771352
889,0.177800,0.020208,0.177684,1.773417
890,0.178000,0.020204,0.177481,1.775486
891,0.178200,0.020199,0.177278,1.777561
892,0.178400,0.020195,0.177075,1.779639
893,0.178600,0.020190,0.176871,1.781710
894,0.178800,0.020186,0.176668,1.783771
895,0.179000,0.020181,0.176465,1.785825
896,0.179200,0.020177,0.176262,1.787883
897,0.179400,0.020172,0.176058,1.789934
898,0.179600,0.020168,0.175855,1.791985
899,0.179800,0.020164,0.175652,1.794029
900,0.180000,0.020159,0.175448,1.796069
901,0.180200,0.020155,0.175245,1.798110
902,0.180400,0.020151,0.175041,1.800152
903,0.180600,0.020147,0.174838,1.802197
904,0.180800,0.020142,0.174635,1.804261
905,0.181000,0.020138,0.174431,1.806330
906,0.181200,0.020134,0.174228,1.808396
907,0.181400,0.020130,0.174024,1.810457
908,0.181600,0.020126,0.173821,1.812510
909,0.181800,0.020122,0.173618,1.814560
910,0.182000,0.020118,0.173415,1.816606
911,0.182200,0.020114,0.173211,1.818660
912,0.182400,0.020110,0.173008,1.820718
913,0.182600,0.020106,0.172805,1.822779
914,0.182800,0.020102,0.172602,1.824833
915,0.183000,0.020099,0.172400,1.826883
916,0.183200,0.020095,0.172197,1.828931
917,0.183400,0.020091,0.171994,1.830986
918,0.183600,0.020088,0.171792,1.833040
919,0.183800,0.020084,0.171589,1.835075
920,0.184000,0.020080,0.171387,1.837106
921,0.184200,0.020077,0.171185,1.839134
922,0.184400,0.020073,0.170983,1.841153
923,0.184600,0.020070,0.170781,1.843174
924,0.184800,0.020066,0.170580,1.845193
925,0.185000,0.020063,0.170379,1.847213
926,0.185200,0.020060,0.170177,1.849241
927,0.185400,0.020056,0.169977,1.851272
928,0.185600,0.020053,0.169776,1.853302
929,0.185800,0.020050,0.169576,1.855341
930,0.186000,0.020047,0.169375,1.857381
931,0.186200,0.020043,0.169176,1.859410
932,0.186400,0.020040,0.168976,1.861436
933,0.186600,0.020037,0.168777,1.863461
934,0.186800,0.020034,0.168578,1.865477
935,0.187000,0.020031,0.168379,1.867501
936,0.187200,0.020028,0.168181,1.869513
937,0.187400,0.020025,0.167983,1.871521
938,0.187600,0.020022,0.167786,1.873524
939,0.187800,0.020019,0.167589,1.875527
940,0.188000,0.020016,0.167392,1.877533
941,0.188200,0.020013,0.167196,1.879529
942,0.188400,0.020010,0.167000,1.881503
943,0.188600,0.020007,0.166804,1.883478
944,0.188800,0.020004,0.166609,1.885442
945,0.189000,0.020002,0.166415,1.887403
946,0.189200,0.019999,0.166221,1.889357
947,0.189400,0.019996,0.166027,1.891307
948,0.189600,0.019993,0.165834,1.893265
949,0.189800,0.019990,0.165642,1.895225
950,0.190000,0.019988,0.165450,1.897194
951,0.190200,0.019985,0.165258,1.899156
952,0.190400,0.019982,0.165067,1.901105
953,0.190600,0.019980,0.164877,1.903050
954,0.190800,0.019977,0.164687,1.904991
955,0.191000,0.019974,0.164498,1.906924
956,0.191200,0.019972,0.164309,1.908852
957,0.191400,0.019969,0.164121,1.910764
958,0.191600,0.019967,0.163933,1.912685
959,0.191800,0.019964,0.163746,1.914595
960,0.192000,0.019961,0.163560,1.916502
961,0.192200,0.019959,0.163374,1.918399
962,0.192400,0.019956,0.163189,1.920283
963,0.192600,0.019954,0.163005,1.922162
964,0.192800,0.019952,0.162821,1.924028
965,0.193000,0.019949,0.162637,1.925878
966,0.193200,0.019947,0.162455,1.927712
967,0.193400,0.019944,0.162273,1.929546
968,0.193600,0.019942,0.162091,1.931387
969,0.193800,0.019940,0.161910,1.933222
970,0.194000,0.019937,0.161730,1.935070
971,0.194200,0.019935,0.161550,1.936913
972,0.194400,0.019933,0.161371,1.938737
973,0.194600,0.019930,0.161192,1.940579
974,0.194800,0.019928,0.161014,1.942424
975,0.195000,0.019926,0.160836,1.944263
976,0.195200,0.019924,0.160659,1.946121
977,0.195400,0.019921,0.160482,1.947988
978,0.195600,0.019919,0.160306,1.949860
979,0.195800,0.019917,0.160131,1.951742
980,0.196000,0.019915,0.159956,1.953608
981,0.196200,0.019913,0.159781,1.955452
982,0.196400,0.019911,0.159607,1.957279
983,0.196600,0.019909,0.159433,1.959091
984,0.196800,0.019907,0.159260,1.960902
985,0.197000,0.019905,0.159087,1.962708
986,0.197200,0.019902,0.158914,1.964504
987,0.197400,0.019900,0.158742,1.966290
988,0.197600,0.019898,0.158571,1.968062
989,0.197800,0.019896,0.158399,1.969833
990,0.198000,0.019894,0.158228,1.971621
991,0.198200,0.019892,0.158058,1.973424
992,0.198400,0.019890,0.157887,1.975221
993,0.198600,0.019888,0.157717,1.977019
994,0.198800,0.019886,0.157548,1.978818
995,0.199000,0.019884,0.157378,1.980610
996,0.199200,0.019882,0.157209,1.982401
997,0.199400,0.019880,0.157040,1.984200
998,0.199600,0.019878,0.156871,1.985998
999,0.199800,0.019876,0.156703,1.987803
1000,0.200000,0.019874,0.156534,1.989602
1001,0.200200,0.019872,0.156366,1.991418
1002,0.200400,0.019870,0.156199,1.993243
1003,0.200600,0.019868,0.156031,1.995052
1004,0.200800,0.019866,0.155863,1.996843
1005,0.201000,0.019864,0.155696,1.998629
1006,0.201200,0.019862,0.155529,2.000394
1007,0.201400,0.019860,0.155362,2.002144
1008,0.201600,0.019858,0.155195,2.003901
1009,0.201800,0.019856,0.155028,2.005664
1010,0.202000,0.019855,0.154861,2.007432
1011,0.202200,0.019853,0.154694,2.009207
1012,0.202400,0.019851,0.154528,2.010982
1013,0.202600,0.019849,0.154361,2.012743
1014,0.202800,0.019847,0.154195,2.014520
1015,0.203000,0.019845,0.154029,2.016339
1016,0.203200,0.019843,0.153863,2.018138
1017,0.203400,0.019841,0.153696,2.019917
1018,0.203600,0.019839,0.153530,2.021691
1019,0.203800,0.019837,0.153364,2.023446
1020,0.204000,0.019835,0.153198,2.025192
1021,0.204200,0.019833,0.153032,2.026960
1022,0.204400,0.019831,0.152866,2.028752
1023,0.204600,0.019829,0.152700,2.030532
1024,0.204800,0.019827,0.152535,2.032302
1025,0.205000,0.019826,0.152369,2.034065
1026,0.205200,0.019824,0.152203,2.035811
1027,0.205400,0.019822,0.152037,2.037552
1028,0.205600,0.019820,0.151872,2.039292
1029,0.205800,0.019818,0.151706,2.041033
1030,0.206000,0.019816,0.151540,2.042769
1031,0.206200,0.019814,0.151375,2.044513
1032,0.206400,0.019812,0.151209,2.046249
1033,0.206600,0.019810,0.151043,2.047979
1034,0.206800,0.019808,0.150878,2.049700
1035,0.207000,0.019806,0.150712,2.051401
1036,0.207200,0.019804,0.150547,2.053093
1037,0.207400,0.019802,0.150381,2.054788
1038,0.207600,0.019800,0.150216,2.056468
1039,0.207800,0.019798,0.150051,2.058154
1040,0.208000,0.019796,0.149885,2.059845
1041,0.208200,0.019794,0.149720,2.061541
1042,0.208400,0.019792,0.149555,2.063240
1043,0.208600,0.019790,0.149390,2.064935
1044,0.208800,0.019788,0.149225,2.066604
1045,0.209000,0.019786,0.149060,2.068252
1046,0.209200,0.019784,0.148895,2.069895
1047,0.209400,0.019782,0.148730,2.071529
1048,0.209600,0.019780,0.148565,2.073153
1049,0.209800,0.019778,0.148400,2.074765
1050,0.210000,0.019776,0.148236,2.076353
1051,0.210200,0.019774,0.148071,2.077948
1052,0.210400,0.019772,0.147907,2.079547
1053,0.210600,0.019770,0.147743,2.081151
1054,0.210800,0.019768,0.147579,2.082748
1055,0.211000,0.019766,0.147415,2.084323
1056,0.211200,0.019764,0.147251,2.085877
1057,0.211400,0.019762,0.147088,2.087437
1058,0.211600,0.019760,0.146924,2.089004
1059,0.211800,0.019758,0.146761,2.090557
1060,0.212000,0.019756,0.146598,2.092092
1061,0.212200,0.019754,0.146435,2.093609
1062,0.212400,0.019752,0.146272,2.095116
1063,0.212600,0.019750,0.146110,2.096594
1064,0.212800,0.019748,0.145947,2.098061
1065,0.213000,0.019746,0.145785,2.099528
1066,0.213200,0.019744,0.145623,2.100990
1067,0.213400,0.019742,0.145462,2.102434
1068,0.213600,0.019740,0.145300,2.103861
1069,0.213800,0.019738,0.145139,2.105250
1070,0.214000,0.019736,0.144978,2.106630
1071,0.214200,0.019734,0.144818,2.108005
1072,0.214400,0.019732,0.144657,2.109385
1073,0.214600,0.019730,0.144497,2.110769
1074,0.214800,0.019728,0.144337,2.112149
1075,0.215000,0.019726,0.144177,2.113530
1076,0.215200,0.019724,0.144018,2.114907
1077,0.215400,0.019722,0.143859,2.116263
1078,0.215600,0.019720,0.143700,2.117617
1079,0.215800,0.019718,0.143542,2.118966
1080,0.216000,0.019716,0.143384,2.120318
1081,0.216200,0.019714,0.143226,2.121674
1082,0.216400,0.019713,0.143068,2.123016
1083,0.216600,0.019711,0.142911,2.124336
1084,0.216800,0.019709,0.142754,2.125625
1085,0.217000,0.019707,0.142597,2.126892
1086,0.217200,0.019705,0.142440,2.128159
1087,0.217400,0.019703,0.142284,2.129408
1088,0.217600,0.019701,0.142128,2.130649
1089,0.217800,0.019700,0.141973,2.131882
1090,0.218000,0.019698,0.141818,2.133120
1091,0.218200,0.019696,0.141663,2.134369
1092,0.218400,0.019694,0.141508,2.135611
1093,0.218600,0.019692,0.141354,2.136840
1094,0.218800,0.019690,0.141200,2.138058
1095,0.219000,0.019689,0.141046,2.139259
1096,0.219200,0.019687,0.140893,2.140447
1097,0.219400,0.019685,0.140739,2.141639
1098,0.219600,0.019683,0.140587,2.142839
1099,0.219800,0.019681,0.140434,2.144030
1100,0.220000,0.019679,0.140282,2.145215
1101,0.220200,0.019678,0.140130,2.146384
1102,0.220400,0.019676,0.139978,2.147554
1103,0.220600,0.019674,0.139827,2.148732
1104,0.220800,0.019672,0.139676,2.149891
1105,0.221000,0.019670,0.139525,2.151006
1106,0.221200,0.019669,0.139375,2.152089
1107,0.221400,0.019667,0.139224,2.153165
1108,0.221600,0.019665,0.139074,2.154247
1109,0.221800,0.019663,0.138925,2.155356
1110,0.222000,0.019661,0.138775,2.156488
1111,0.222200,0.019660,0.138626,2.157623
1112,0.222400,0.019658,0.138477,2.158737
1113,0.222600,0.019656,0.138329,2.159826
1114,0.222800,0.019654,0.138180,2.160895
1115,0.223000,0.019653,0.138032,2.161972
1116,0.223200,0.019651,0.137884,2.163054
1117,0.223400,0.019649,0.137737,2.164130
1118,0.223600,0.019647,0.137589,2.165208
1119,0.223800,0.019645,0.137442,2.166281
1120,0.224000,0.019644,0.137295,2.167346
1121,0.224200,0.019642,0.137148,2.168406
1122,0.224400,0.019640,0.137002,2.169454
1123,0.224600,0.019638,0.136856,2.170501
1124,0.224800,0.019636,0.136710,2.171528
1125,0.225000,0.019635,0.136564,2.172535
1126,0.225200,0.019633,0.136419,2.173545
1127,0.225400,0.019631,0.136273,2.174571
1128,0.225600,0.019629,0.136128,2.175597
1129,0.225800,0.019628,0.135983,2.176626
1130,0.226000,0.019626,0.135838,2.177655
1131,0.226200,0.019624,0.135694,2.178679
1132,0.226400,0.019622,0.135549,2.179695
1133,0.226600,0.019620,0.135405,2.180707
1134,0.226800,0.019618,0.135261,2.181723
1135,0.227000,0.019617,0.135117,2.182739
1136,0.227200,0.019615,0.134974,2.183739
1137,0.227400,0.019613,0.134830,2.184735
1138,0.227600,0.019611,0.134687,2.185726
1139,0.227800,0.019609,0.134544,2.186683
1140,0.228000,0.019607,0.134401,2.187616
1141,0.228200,0.019606,0.134258,2.188560
1142,0.228400,0.019604,0.134116,2.189521
1143,0.228600,0.019602,0.133973,2.190488
1144,0.228800,0.019600,0.133831,2.191463
1145,0.229000,0.019598,0.133689,2.192440
1146,0.229200,0.019596,0.133547,2.193406
1147,0.229400,0.019594,0.133405,2.194358
1148,0.229600,0.019593,0.133263,2.195320
1149,0.229800,0.019591,0.133122,2.196295
1150,0.230000,0.019589,0.132981,2.197288
1151,0.230200,0.019587,0.132839,2.198285
1152,0.230400,0.019585,0.132698,2.199272
1153,0.230600,0.019583,0.132558,2.200228
1154,0.230800,0.019581,0.132417,2.201141
1155,0.231000,0.019579,0.132276,2.202017
1156,0.231200,0.019577,0.132136,2.202879
1157,0.231400,0.019575,0.131995,2.203747
1158,0.231600,0.019573,0.131855,2.204644
1159,0.231800,0.019571,0.131715,2.205558
1160,0.232000,0.019570,0.131575,2.206471
1161,0.232200,0.019568,0.131436,2.207380
1162,0.232400,0.019566,0.131296,2.208284
1163,0.232600,0.019564,0.131157,2.209166
1164,0.232800,0.019562,0.131017,2.210031
1165,0.233000,0.019560,0.130878,2.210906
1166,0.233200,0.019558,0.130739,2.211799
1167,0.233400,0.019556,0.130600,2.212718
1168,0.233600,0.019554,0.130462,2.213642
1169,0.233800,0.019552,0.130323,2.214549
1170,0.234000,0.019550,0.130185,2.215432
1171,0.234200,0.019548,0.130046,2.216300
1172,0.234400,0.019546,0.129908,2.217155
1173,0.234600,0.019544,0.129770,2.217992
1174,0.234800,0.019542,0.129632,2.218824
1175,0.235000,0.019540,0.129495,2.219639
1176,0.235200,0.019538,0.129357,2.220434
1177,0.235400,0.019536,0.129220,2.221212
1178,0.235600,0.019534,0.129083,2.221965
1179,0.235800,0.019532,0.128945,2.222719
1180,0.236000,0.019530,0.128808,2.223491
1181,0.236200,0.019528,0.128672,2.224279
1182,0.236400,0.019526,0.128535,2.225093
1183,0.236600,0.019524,0.128398,2.225908
1184,0.236800,0.019522,0.128262,2.226724
1185,0.237000,0.019520,0.128126,2.227537
1186,0.237200,0.019518,0.127990,2.228352
1187,0.237400,0.019516,0.127854,2.229178
1188,0.237600,0.019514,0.127718,2.230033
1189,0.237800,0.019512,0.127582,2.230892
1190,0.238000,0.019510,0.127447,2.231742
1191,0.238200,0.019508,0.127311,2.232580
1192,0.238400,0.019506,0.127176,2.233388
1193,0.238600,0.019504,0.127041,2.234164
1194,0.238800,0.019502,0.126906,2.234899
1195,0.239000,0.019499,0.126772,2.235596
1196,0.239200,0.019496,0.126637,2.236284
1197,0.239400,0.019493,0.126503,2.236945
1198,0.239600,0.019490,0.126368,2.237602
1199,0.239800,0.019487,0.126234,2.239240
1200,0.240000,0.019483,0.126100,2.246476
1201,0.240200,0.019480,0.125967,2.253474
1202,0.240400,0.019477,0.125833,2.260314
1203,0.240600,0.019474,0.125700,2.267040
1204,0.240800,0.019470,0.125566,2.273685
1205,0.241000,0.019467,0.125433,2.280255
1206,0.241200,0.019464,0.125300,2.286733
1207,0.241400,0.019461,0.125167,2.293123
1208,0.241600,0.019457,0.125035,2.301303
1209,0.241800,0.019454,0.124902,2.310488
1210,0.242000,0.019451,0.124770,2.319768
1211,0.242200,0.019447,0.124637,2.329155
1212,0.242400,0.019444,0.124505,2.338653
1213,0.242600,0.019441,0.124373,2.348235
1214,0.242800,0.019437,0.124242,2.357908
1215,0.243000,0.019434,0.124110,2.367652
1216,0.243200,0.019430,0.123979,2.377424
1217,0.243400,0.019427,0.123847,2.387199
1218,0.243600,0.019424,0.123716,2.396906
1219,0.243800,0.019420,0.123585,2.406490
1220,0.244000,0.019417,0.123455,2.415961
1221,0.244200,0.019413,0.123324,2.425359
1222,0.244400,0.019410,0.123193,2.434685
1223,0.244600,0.019406,0.123063,2.443967
1224,0.244800,0.019403,0.122933,2.453244
1225,0.245000,0.019399,0.122803,2.462470
1226,0.245200,0.019396,0.122673,2.471639
1227,0.245400,0.019392,0.122543,2.480743
1228,0.245600,0.019389,0.122414,2.489798
1229,0.245800,0.019385,0.122284,2.498794
1230,0.246000,0.019381,0.122155,2.507683
1231,0.246200,0.019378,0.122026,2.516439
1232,0.246400,0.019374,0.121897,2.525038
1233,0.246600,0.019371,0.121768,2.533475
1234,0.246800,0.019367,0.121639,2.541723
1235,0.247000,0.019363,0.121511,2.549775
1236,0.247200,0.019360,0.121382,2.557656
1237,0.247400,0.019356,0.121254,2.566734
1238,0.247600,0.019352,0.121126,2.578235
1239,0.247800,0.019348,0.120998,2.589510
1240,0.248000,0.019345,0.120870,2.600581
1241,0.248200,0.019341,0.120742,2.611506
1242,0.248400,0.019337,0.120615,2.622370
1243,0.248600,0.019333,0.120487,2.633196
1244,0.248800,0.019330,0.120360,2.643957
1245,0.249000,0.019326,0.120233,2.654620
1246,0.249200,0.019322,0.120106,2.665168
1247,0.249400,0.019318,0.119979,2.675588
1248,0.249600,0.019314,0.119852,2.685840
1249,0.249800,0.019311,0.119725,2.695854
1250,0.250000,0.019307,0.119599,2.706567
1251,0.250200,0.019303,0.119472,2.718994
1252,0.250400,0.019299,0.119346,2.731208
