frame,t_s,min_z,mean_z,v_max
630,0.252000,0.019268,0.118341,2.816365
631,0.252400,0.019260,0.118091,2.835944
632,0.252800,0.019252,0.117841,2.854923
633,0.253200,0.019244,0.117592,2.883109
634,0.253600,0.019236,0.117344,2.912226
635,0.254000,0.019228,0.117096,2.940163
636,0.254400,0.019220,0.116849,2.967741
637,0.254800,0.019211,0.116602,2.995685
638,0.255200,0.019203,0.116355,3.023719
639,0.255600,0.019195,0.116109,3.051427
640,0.256000,0.019187,0.115864,3.078260
641,0.256400,0.019179,0.115619,3.103993
642,0.256800,0.019171,0.115374,3.128053
643,0.257200,0.019162,0.115130,3.150415
644,0.257600,0.019154,0.114887,3.172058
645,0.258000,0.019146,0.114644,3.194085
646,0.258400,0.019138,0.114402,3.216683
647,0.258800,0.019130,0.114160,3.238925
648,0.259200,0.019121,0.113919,3.259606
649,0.259600,0.019113,0.113678,3.277561
650,0.260000,0.019105,0.113438,3.293308
651,0.260400,0.019097,0.113198,3.308421
652,0.260800,0.019089,0.112959,3.324001
653,0.261200,0.019080,0.112720,3.339745
654,0.261600,0.019072,0.112483,3.354896
655,0.262000,0.019064,0.112245,3.369193
656,0.262400,0.019056,0.112008,3.389201
657,0.262800,0.019048,0.111772,3.408692
658,0.263200,0.019040,0.111536,3.428716
659,0.263600,0.019032,0.111301,3.448192
660,0.264000,0.019024,0.111067,3.466004
661,0.264400,0.019016,0.110833,3.484587
662,0.264800,0.019008,0.110599,3.505925
663,0.265200,0.019000,0.110367,3.526753
664,0.265600,0.018993,0.110135,3.551861
665,0.266000,0.018985,0.109903,3.576381
666,0.266400,0.018977,0.109672,3.598987
667,0.266800,0.018969,0.109442,3.619205
668,0.267200,0.018962,0.109213,3.637571
669,0.267600,0.018954,0.108984,3.655257
670,0.268000,0.018946,0.108755,3.672458
671,0.268400,0.018939,0.108528,3.689075
672,0.268800,0.018931,0.108301,3.704138
673,0.269200,0.018924,0.108075,3.718170
674,0.269600,0.018917,0.107849,3.734405
675,0.270000,0.018909,0.107624,3.750104
676,0.270400,0.018902,0.107400,3.769469
677,0.270800,0.018895,0.107176,3.787977
678,0.271200,0.018887,0.106953,3.805194
679,0.271600,0.018880,0.106731,3.820884
680,0.272000,0.018873,0.106509,3.835343
681,0.272400,0.018866,0.106288,3.848227
682,0.272800,0.018859,0.106068,3.859863
683,0.273200,0.018852,0.105849,3.870869
684,0.273600,0.018845,0.105630,3.880756
685,0.274000,0.018838,0.105412,3.889533
686,0.274400,0.018831,0.105195,3.908885
687,0.274800,0.018824,0.104978,3.927480
688,0.275200,0.018817,0.104762,3.944833
689,0.275600,0.018811,0.104547,3.961154
690,0.276000,0.018804,0.104332,3.977152
691,0.276400,0.018797,0.104118,3.991416
692,0.276800,0.018791,0.103905,4.003511
693,0.277200,0.018784,0.103693,4.014333
694,0.277600,0.018778,0.103481,4.023561
695,0.278000,0.018771,0.103270,4.032332
696,0.278400,0.018765,0.103060,4.040332
697,0.278800,0.018758,0.102851,4.051421
698,0.279200,0.018752,0.102642,4.063375
699,0.279600,0.018746,0.102434,4.074191
700,0.280000,0.018740,0.102227,4.083951
701,0.280400,0.018733,0.102020,4.097695
702,0.280800,0.018727,0.101814,4.110703
703,0.281200,0.018721,0.101609,4.121083
704,0.281600,0.018715,0.101405,4.130389
705,0.282000,0.018709,0.101201,4.139360
706,0.282400,0.018703,0.100998,4.147893
707,0.282800,0.018697,0.100796,4.156042
708,0.283200,0.018691,0.100595,4.162006
709,0.283600,0.018686,0.100394,4.169264
710,0.284000,0.018680,0.100195,4.178941
711,0.284400,0.018674,0.099996,4.187546
712,0.284800,0.018668,0.099797,4.195571
713,0.285200,0.018663,0.099600,4.203311
714,0.285600,0.018657,0.099403,4.210321
715,0.286000,0.018652,0.099207,4.216207
716,0.286400,0.018646,0.099011,4.221127
717,0.286800,0.018641,0.098817,4.225451
718,0.287200,0.018636,0.098623,4.232447
719,0.287600,0.018630,0.098430,4.238300
720,0.288000,0.018625,0.098237,4.243140
721,0.288400,0.018620,0.098046,4.250231
722,0.288800,0.018615,0.097855,4.259747
723,0.289200,0.018610,0.097665,4.268111
724,0.289600,0.018605,0.097475,4.275903
725,0.290000,0.018600,0.097287,4.283526
726,0.290400,0.018595,0.097099,4.291018
727,0.290800,0.018590,0.096912,4.298030
728,0.291200,0.018586,0.096726,4.303714
729,0.291600,0.018581,0.096540,4.308483
730,0.292000,0.018576,0.096355,4.313509
731,0.292400,0.018572,0.096171,4.318779
732,0.292800,0.018567,0.095988,4.323977
733,0.293200,0.018563,0.095805,4.328177
734,0.293600,0.018558,0.095623,4.333823
735,0.294000,0.018554,0.095442,4.339652
736,0.294400,0.018549,0.095262,4.344775
737,0.294800,0.018545,0.095082,4.349805
738,0.295200,0.018541,0.094903,4.355354
739,0.295600,0.018537,0.094725,4.360546
740,0.296000,0.018532,0.094548,4.364580
741,0.296400,0.018528,0.094371,4.368887
742,0.296800,0.018524,0.094195,4.373716
743,0.297200,0.018520,0.094020,4.379037
744,0.297600,0.018516,0.093846,4.383621
745,0.298000,0.018512,0.093672,4.386791
746,0.298400,0.018508,0.093499,4.424186
747,0.298800,0.018504,0.093327,4.457278
748,0.299200,0.018501,0.093156,4.489031
749,0.299600,0.018497,0.092985,4.531349
750,0.300000,0.018493,0.092816,4.529392
751,0.300400,0.018489,0.092647,4.515234
752,0.300800,0.018486,0.092480,4.530651
753,0.301200,0.018482,0.092313,4.532024
754,0.301600,0.018479,0.092148,4.526558
755,0.302000,0.018475,0.091983,4.511854
756,0.302400,0.018472,0.091820,4.501812
757,0.302800,0.018468,0.091657,4.475643
758,0.303200,0.018465,0.091495,4.471427
759,0.303600,0.018461,0.091335,4.590853
760,0.304000,0.018458,0.091175,4.786211
761,0.304400,0.018455,0.091016,4.999855
762,0.304800,0.018452,0.090859,5.117853
763,0.305200,0.018448,0.090702,5.194879
764,0.305600,0.018445,0.090546,5.086130
765,0.306000,0.018442,0.090391,4.930328
766,0.306400,0.018439,0.090237,4.729864
767,0.306800,0.018436,0.090084,4.554585
768,0.307200,0.018433,0.089932,4.562174
769,0.307600,0.018430,0.089780,4.567491
770,0.308000,0.018427,0.089630,4.580153
771,0.308400,0.018425,0.089480,4.592228
772,0.308800,0.018422,0.089331,4.607770
773,0.309200,0.018419,0.089183,4.622784
774,0.309600,0.018416,0.089035,4.638000
775,0.310000,0.018413,0.088888,4.652287
776,0.310400,0.018411,0.088742,4.665155
777,0.310800,0.018408,0.088597,4.676284
778,0.311200,0.018406,0.088453,4.683512
779,0.311600,0.018403,0.088309,4.673928
780,0.312000,0.018401,0.088166,4.691339
781,0.312400,0.018398,0.088023,4.703944
782,0.312800,0.018396,0.087882,4.713743
783,0.313200,0.018393,0.087741,4.719643
784,0.313600,0.018391,0.087601,4.705978
785,0.314000,0.018389,0.087462,4.698083
786,0.314400,0.018387,0.087323,4.688504
787,0.314800,0.018385,0.087185,4.704464
788,0.315200,0.018383,0.087048,4.716700
789,0.315600,0.018381,0.086912,4.702887
790,0.316000,0.018379,0.086777,4.670861
791,0.316400,0.018377,0.086642,4.673598
792,0.316800,0.018375,0.086508,4.690550
793,0.317200,0.018373,0.086376,4.704960
794,0.317600,0.018371,0.086244,4.713969
795,0.318000,0.018370,0.086113,4.699202
796,0.318400,0.018368,0.085983,4.711498
797,0.318800,0.018366,0.085853,4.719516
798,0.319200,0.018365,0.085725,4.720599
799,0.319600,0.018363,0.085597,4.712043
800,0.320000,0.018362,0.085471,4.727415
801,0.320400,0.018360,0.085345,4.738007
802,0.320800,0.018359,0.085220,4.732687
803,0.321200,0.018357,0.085096,4.702973
804,0.321600,0.018356,0.084972,4.718765
805,0.322000,0.018354,0.084850,4.735503
806,0.322400,0.018353,0.084728,4.748153
807,0.322800,0.018351,0.084607,4.752501
808,0.323200,0.018350,0.084486,4.724791
809,0.323600,0.018349,0.084367,4.697754
810,0.324000,0.018347,0.084247,4.705790
811,0.324400,0.018346,0.084129,4.696422
812,0.324800,0.018345,0.084011,4.718246
813,0.325200,0.018343,0.083894,4.735435
814,0.325600,0.018342,0.083778,4.747387
815,0.326000,0.018341,0.083662,4.754248
816,0.326400,0.018340,0.083547,4.731115
817,0.326800,0.018338,0.083433,4.704826
818,0.327200,0.018337,0.083319,4.678969
819,0.327600,0.018336,0.083206,4.653231
820,0.328000,0.018333,0.083093,4.627596
821,0.328400,0.018331,0.082981,4.625812
822,0.328800,0.018328,0.082870,4.636944
823,0.329200,0.018326,0.082759,4.633420
824,0.329600,0.018323,0.082649,4.626403
825,0.330000,0.018321,0.082540,4.611983
826,0.330400,0.018318,0.082431,4.601642
827,0.330800,0.018316,0.082323,4.610779
828,0.331200,0.018314,0.082215,4.626210
829,0.331600,0.018311,0.082108,4.637594
830,0.332000,0.018309,0.082001,4.633590
831,0.332400,0.018307,0.081895,4.632038
832,0.332800,0.018305,0.081790,4.629424
833,0.333200,0.018302,0.081685,4.603722
834,0.333600,0.018300,0.081581,4.608608
835,0.334000,0.018298,0.081478,4.619832
836,0.334400,0.018296,0.081375,4.609607
837,0.334800,0.018293,0.081272,4.607715
838,0.335200,0.018291,0.081170,4.581859
839,0.335600,0.018289,0.081069,4.584091
840,0.336000,0.018287,0.080969,4.583679
841,0.336400,0.018285,0.080869,4.594318
842,0.336800,0.018283,0.080769,4.594778
843,0.337200,0.018281,0.080670,4.571780
844,0.337600,0.018278,0.080572,4.548796
845,0.338000,0.018276,0.080475,4.530776
846,0.338400,0.018274,0.080378,4.550475
847,0.338800,0.018272,0.080281,4.564785
848,0.339200,0.018270,0.080185,4.576972
849,0.339600,0.018268,0.080090,4.588446
850,0.340000,0.018266,0.079995,4.601351
851,0.340400,0.018264,0.079901,4.599305
852,0.340800,0.018262,0.079808,4.575571
853,0.341200,0.018260,0.079715,4.552654
854,0.341600,0.018258,0.079623,4.530845
855,0.342000,0.018256,0.079531,4.522929
856,0.342400,0.018254,0.079440,4.503705
857,0.342800,0.018252,0.079350,4.497808
858,0.343200,0.018250,0.079260,4.510470
859,0.343600,0.018248,0.079170,4.521124
860,0.344000,0.018246,0.079082,4.517341
861,0.344400,0.018244,0.078993,4.502258
862,0.344800,0.018242,0.078906,4.485466
863,0.345200,0.018241,0.078819,4.488328
864,0.345600,0.018239,0.078732,4.495186
865,0.346000,0.018237,0.078646,4.508209
866,0.346400,0.018235,0.078561,4.524241
867,0.346800,0.018233,0.078476,4.534588
868,0.347200,0.018231,0.078392,4.521579
869,0.347600,0.018230,0.078308,4.500999
870,0.348000,0.018228,0.078225,4.480577
871,0.348400,0.018226,0.078142,4.496124
872,0.348800,0.018224,0.078060,4.512130
873,0.349200,0.018223,0.077978,4.529828
874,0.349600,0.018221,0.077897,4.544040
875,0.350000,0.018219,0.077816,4.538201
876,0.350400,0.018217,0.077736,4.518989
877,0.350800,0.018216,0.077656,4.519511
878,0.351200,0.018214,0.077576,4.545343
879,0.351600,0.018212,0.077497,4.564857
880,0.352000,0.018210,0.077419,4.578498
881,0.352400,0.018209,0.077341,4.565100
882,0.352800,0.018207,0.077263,4.552172
883,0.353200,0.018205,0.077186,4.558499
884,0.353600,0.018204,0.077109,4.538527
885,0.354000,0.018202,0.077032,4.518531
886,0.354400,0.018200,0.076956,4.523059
887,0.354800,0.018198,0.076880,4.527441
888,0.355200,0.018197,0.076805,4.539871
889,0.355600,0.018195,0.076730,4.544926
890,0.356000,0.018193,0.076656,4.542198
891,0.356400,0.018192,0.076581,4.544048
892,0.356800,0.018190,0.076508,4.526804
893,0.357200,0.018189,0.076434,4.509794
894,0.357600,0.018187,0.076361,4.493340
895,0.358000,0.018185,0.076288,4.477080
896,0.358400,0.018184,0.076216,4.479778
897,0.358800,0.018182,0.076144,4.508116
898,0.359200,0.018181,0.076073,4.530355
899,0.359600,0.018179,0.076001,4.530168
900,0.360000,0.018178,0.075931,4.514567
901,0.360400,0.018176,0.075860,4.499639
902,0.360800,0.018174,0.075790,4.512814
903,0.361200,0.018173,0.075720,4.544796
904,0.361600,0.018171,0.075651,4.567997
905,0.362000,0.018170,0.075582,4.566591
906,0.362400,0.018168,0.075514,4.552118
907,0.362800,0.018167,0.075445,4.577077
908,0.363200,0.018165,0.075378,4.577997
909,0.363600,0.018164,0.075310,4.566577
910,0.364000,0.018162,0.075243,4.554015
911,0.364400,0.018161,0.075176,4.541319
912,0.364800,0.018159,0.075110,4.529319
913,0.365200,0.018158,0.075044,4.517741
914,0.365600,0.018156,0.074979,4.506622
915,0.366000,0.018155,0.074914,4.541025
916,0.366400,0.018153,0.074849,4.576829
917,0.366800,0.018152,0.074784,4.603298
918,0.367200,0.018150,0.074721,4.594242
919,0.367600,0.018149,0.074657,4.584978
920,0.368000,0.018147,0.074594,4.585957
921,0.368400,0.018146,0.074531,4.612632
922,0.368800,0.018144,0.074469,4.605449
923,0.369200,0.018143,0.074407,4.597764
924,0.369600,0.018142,0.074346,4.637931
925,0.370000,0.018140,0.074285,4.664740
926,0.370400,0.018139,0.074225,4.657477
927,0.370800,0.018137,0.074165,4.649601
928,0.371200,0.018136,0.074105,4.646592
929,0.371600,0.018134,0.074046,4.679223
930,0.372000,0.018133,0.073987,4.682131
931,0.372400,0.018131,0.073929,4.707217
932,0.372800,0.018130,0.073871,4.738595
933,0.373200,0.018128,0.073814,4.735152
934,0.373600,0.018127,0.073757,4.729698
935,0.374000,0.018125,0.073700,4.723313
936,0.374400,0.018124,0.073644,4.734903
937,0.374800,0.018122,0.073588,4.769263
938,0.375200,0.018121,0.073533,4.799421
939,0.375600,0.018119,0.073478,4.828173
940,0.376000,0.018118,0.073424,4.856041
941,0.376400,0.018116,0.073370,4.883883
942,0.376800,0.018115,0.073316,4.879843
943,0.377200,0.018113,0.073263,4.873555
944,0.377600,0.018112,0.073210,4.865260
945,0.378000,0.018110,0.073158,4.856323
946,0.378400,0.018109,0.073106,4.878047
947,0.378800,0.018107,0.073054,4.902492
948,0.379200,0.018106,0.073003,4.896081
949,0.379600,0.018104,0.072952,4.889640
950,0.380000,0.018103,0.072901,4.895672
951,0.380400,0.018101,0.072851,4.902093
952,0.380800,0.018100,0.072801,4.949057
953,0.381200,0.018098,0.072751,4.982460
954,0.381600,0.018097,0.072702,4.987455
955,0.382000,0.018095,0.072652,4.983541
956,0.382400,0.018094,0.072604,4.973623
957,0.382800,0.018092,0.072555,4.962741
958,0.383200,0.018091,0.072507,4.989146
959,0.383600,0.018089,0.072459,5.011404
960,0.384000,0.018088,0.072412,5.041119
961,0.384400,0.018086,0.072364,5.071976
962,0.384800,0.018085,0.072317,5.127961
963,0.385200,0.018083,0.072271,5.167233
964,0.385600,0.018082,0.072224,5.182082
965,0.386000,0.018080,0.072178,5.179675
966,0.386400,0.018079,0.072132,5.166997
967,0.386800,0.018077,0.072087,5.155011
968,0.387200,0.018076,0.072042,5.143190
969,0.387600,0.018074,0.071997,5.129780
970,0.388000,0.018073,0.071952,5.114443
971,0.388400,0.018071,0.071907,5.098642
972,0.388800,0.018070,0.071863,5.083675
973,0.389200,0.018069,0.071820,5.068046
974,0.389600,0.018067,0.071776,5.051501
975,0.390000,0.018066,0.071733,5.034582
976,0.390400,0.018048,0.071690,5.018877
977,0.390800,0.018028,0.071647,5.003879
978,0.391200,0.018007,0.071605,4.987737
979,0.391600,0.017985,0.071563,4.973374
980,0.392000,0.017964,0.071521,4.985326
981,0.392400,0.017942,0.071479,4.980135
982,0.392800,0.017919,0.071438,4.965987
983,0.393200,0.017897,0.071397,4.960447
984,0.393600,0.017874,0.071357,4.947026
985,0.394000,0.017852,0.071317,4.969954
986,0.394400,0.017829,0.071277,4.970225
987,0.394800,0.017807,0.071237,4.954729
988,0.395200,0.017785,0.071197,4.937215
989,0.395600,0.017763,0.071158,4.921059
990,0.396000,0.017741,0.071120,4.905641
991,0.396400,0.017720,0.071081,4.890034
992,0.396800,0.017699,0.071043,4.896354
993,0.397200,0.017678,0.071005,4.886998
994,0.397600,0.017657,0.070968,4.871375
995,0.398000,0.017637,0.070931,4.855304
996,0.398400,0.017618,0.070894,4.841858
997,0.398800,0.017588,0.070857,4.853525
998,0.399200,0.017535,0.070821,4.861256
999,0.399600,0.017482,0.070785,4.854319
1000,0.400000,0.017430,0.070749,4.840592
